title,tagline,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
The Secret Life of Pets,Think this is what they do all day?,2016-06-18,87.0,75000000,875958308,31.482871999999997,5.9,3462
The Lost World: Jurassic Park,Something has survived.,1997-05-23,129.0,73000000,229074524,2.502487,6.2,2487
Children of Men,The future's a thing of the past.,2006-09-22,109.0,76000000,69959751,35.387874,7.4,2071
The Rock,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,1996-06-06,136.0,75000000,335062621,51.469576,6.9,1456
Hairspray,"When you follow your own beat, the world will follow you.",2007-07-13,117.0,50000000,90450008,31.160542,6.5,709
Exorcist: The Beginning,Go back to where the horror began.,2004-08-20,114.0,80000000,78000586,15.761384,4.7,183
Inspector Gadget,The greatest hero ever assembled.,1999-07-23,78.0,75000000,0,17.561954999999998,4.3,318
Now You See Me,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,2013-05-29,115.0,75000000,117698894,71.124686,7.3,5487
Grown Ups,Boys will be boys. . . some longer than others.,2010-06-24,102.0,80000000,271430189,38.864027,6.0,1705
The Terminal,Life is waiting.,2004-06-17,128.0,60000000,219417255,57.753914,7.0,1910
Be Cool,Everyone is looking for the next big hit,2005-03-04,118.0,53000000,95226116,18.614720000000002,5.4,292
Tears of the Sun,He was trained to follow orders. He became a hero by defying them.,2003-03-07,121.0,70000000,85632458,27.055085,6.4,573
Killers,Perfect wife. Perfect target.,2010-06-04,100.0,75000000,98159963,23.004607,5.7,772
Spanglish,Every family has a hero.,2004-12-17,130.0,80000000,55041367,14.209329,5.8,369
Monster House,The House is . . . ALIVE!,2006-07-21,91.0,75000000,140175006,36.368839,6.3,874
Bandits,"Two's company, three's a crime.",2001-10-12,123.0,75000000,67631903,24.353302,6.2,302
First Knight,Their greatest battle would be for her love.,1995-07-07,134.0,55000000,127600435,19.143321,5.9,311
Soldier,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",1998-10-23,99.0,75000000,14567883,11.873856,6.1,221
Carriers,"The rules are simple. You break them, you die...",2009-09-04,84.0,0,5802422,12.708963,5.8,282
Minions,"Before Gru, they had a history of bad bosses",2015-06-17,91.0,74000000,1156730962,875.581305,6.4,4571
Sucker Punch,You will be unprepared,2011-03-24,110.0,82000000,89792502,39.127082,5.9,1623
Sphere,"A thousand feet beneath the sea, the blackest holes are in the mind...",1998-02-13,134.0,75000000,13100000,18.659879999999998,5.8,476
Fool's Gold,This February True Love Takes a Dive.,2008-02-07,112.0,70000000,111231041,21.789614999999998,5.4,444
The Kingdom,How do you stop an enemy who isn't afraid to die?,2007-08-22,110.0,70000000,86658558,26.123704999999998,6.5,513
Dr. Dolittle 2,The doctor is in again.,2001-06-22,87.0,70000000,176104344,13.543053,4.9,410
Braveheart,Every man dies. Not every man truly lives.,1995-05-24,177.0,72000000,210000000,60.722162,7.7,3336
Jarhead,Welcome to the suck.,2005-11-04,125.0,72000000,96889998,32.227222999999995,6.6,765
Driven,Get ready for the race of your life.,2001-04-27,116.0,94000000,54744738,8.468586,4.5,179
Doctor Dolittle,He doesn't just talk to the animals!,1998-06-22,85.0,71000000,294456605,21.462935,5.4,686
Runaway Bride,Catch her if you can.,1999-07-30,116.0,70000000,309457509,20.230535,5.7,455
The SpongeBob Movie: Sponge Out of Water,He's leaving his world behind.,2015-02-05,93.0,74000000,311594032,36.952268,5.8,719
Inglourious Basterds,Once upon a time in Nazi occupied France...,2009-08-18,153.0,70000000,319131050,72.595961,7.9,6430
Hook,What if Peter Pan grew up?,1991-12-11,144.0,70000000,300854823,33.648404,6.6,1532
S.W.A.T.,You're either S.W.A.T. or you're not.,2003-08-08,117.0,80000000,116643346,34.052253,5.8,770
We Were Soldiers,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,2002-03-01,138.0,75000000,114660784,19.708731,6.7,521
Olympus Has Fallen,When our flag falls our nation will rise.,2013-03-20,120.0,70000000,161025640,59.428222999999996,6.2,2981
Star Trek: Insurrection,The battle for paradise has begun.,1998-12-10,103.0,70000000,118000000,19.711951000000003,6.3,391
Battle: Los Angeles,It's not war. It's survival.,2011-03-08,116.0,70000000,202466756,49.199234000000004,5.5,1448
Wolf,The animal is out.,1994-06-17,125.0,0,0,13.758526000000002,6.0,216
War Horse,Separated by War. Tested by Battle. Bound by Friendship.,2011-12-25,146.0,66000000,177584879,29.505574,7.0,992
The Monuments Men,It was the greatest art heist in history,2014-01-24,118.0,70000000,154984035,43.873266,5.8,1523
The Abyss,"There's everything you've ever known about adventure, and then there's The Abyss.",1989-08-09,139.0,70000000,90000098,24.961625,7.1,808
Dracula Untold,Every bloodline has a beginning,2014-10-01,92.0,70000000,215529201,64.45794699999999,6.2,2389
Stardust,This Summer A Star Falls. The Chase Begins.,2007-08-09,127.0,70000000,135560026,48.032734000000005,7.1,1184
Seven Years in Tibet,At the end of the world his real journey began.,1997-09-12,136.0,70000000,131457682,16.92991,7.0,630
The Dilemma,Two best friends. Nothing could come between them... or could it?,2011-01-13,111.0,70000000,67112664,14.780634,5.2,304
Doom,No one gets out alive.,2005-10-20,105.0,60000000,55987321,29.261347999999998,5.0,609
Hart's War,"Beyond Courage, Beyond Honor.",2002-02-15,125.0,70000000,32287044,14.244518,5.9,241
Killer Elite,May the best man live.,2011-09-23,116.0,66000000,57777106,29.501489000000003,6.1,695
Rollerball,Go Ballistic,2002-02-08,98.0,0,0,9.306253,3.4,106
Ballistic: Ecks vs. Sever,,2002-09-20,91.0,70000000,19924033,8.37378,4.3,97
Hard Rain,"In the worst storm in living memory, one guard stands between five men and three million dollars.",1998-01-16,97.0,70000000,19870567,10.930537,5.5,179
Basic Instinct 2,Everything interesting begins in the mind,2006-03-29,114.0,70000000,38629478,13.483386999999999,4.6,180
The Legend of Hercules,Every Man Has a Destiny,2014-01-10,99.0,70000000,61279452,25.020428,4.4,533
The Sum of All Fears,"27,000 nuclear weapons. One is missing.",2002-05-31,124.0,68000000,193000000,22.392544,5.9,437
The Score,There are no partners in crime,2001-07-13,124.0,68000000,71069884,22.572323,6.7,423
Ted 2,"Ted is Coming, Again.",2015-06-25,115.0,68000000,217022588,68.734513,6.2,2463
Agora,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",2009-05-17,127.0,70000000,39041505,18.888806,6.9,395
The Finest Hours,"32 survivors, room for 12.",2016-01-25,114.0,80000000,52099090,28.223664000000003,6.3,588
Body of Lies,Trust no one. Deceive everyone.,2008-10-10,128.0,70000000,113280098,37.507135999999996,6.5,895
Abraham Lincoln: Vampire Hunter,Are you a patriot or a vampire?,2012-06-20,94.0,69000000,112265139,38.634767,5.5,1269
The Last Legion,The end of an empire...the beginning of a legend.,2007-04-19,102.0,67000000,25303038,12.282911,5.0,207
Saving Private Ryan,The mission is a man.,1998-07-24,169.0,70000000,481840909,76.04186700000001,7.9,5048
What Women Want,He has the power to hear everything women are thinking. Finally... a man is listening.,2000-12-15,127.0,70000000,374111707,31.39165,6.1,992
Dreamcatcher,A circle of friendship. A web of mystery. A pattern of fear.,2003-03-21,136.0,68000000,75715436,26.792794,5.3,567
Lincoln,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",2012-11-09,149.0,65000000,275293450,36.307296,6.7,1429
The Matrix,Welcome to the Real World.,1999-03-30,136.0,63000000,463517383,104.309993,7.9,8907
The Santa Clause 2,What's Christmas Fun without some Reindeer Games?,2002-10-31,104.0,65000000,172855065,14.646884,5.5,297
Due Date,Leave Your Comfort Zone,2010-11-04,95.0,65000000,211780824,43.865294,6.2,1685
Unbroken,Survival. Resilience. Redemption.,2014-12-25,137.0,65000000,163442937,43.055253,7.3,1400
Space Cowboys,Space will never be the same.,2000-07-31,130.0,65000000,128884132,15.772081,6.3,403
Cliffhanger,The height of adventure.,1993-05-28,112.0,70000000,255000211,26.199089999999998,6.1,588
Broken Arrow,Prepare to Go Ballistic.,1996-02-09,108.0,50000000,150270147,22.769108,5.7,453
World Trade Center,The world saw evil that day. Two men saw something else.,2006-08-09,128.0,63000000,162945894,24.697533,5.9,447
The Dictator,kurd,2012-05-15,83.0,65000000,179379533,31.349142999999998,5.9,1743
Eyes Wide Shut,Cruise. Kidman. Kubrick.,1999-07-14,159.0,65000000,162091208,27.870312,7.1,1234
Focus,Never Drop The Con.,2015-02-25,105.0,50100000,153962963,59.634029000000005,6.7,2542
This Means War,It's SPY Against SPY,2012-02-14,103.0,65000000,156974557,38.994296999999996,5.9,1389
Resident Evil: Retribution,The Ultimate Battle Begins,2012-09-12,95.0,65000000,240159255,6.227675,5.6,1600
The Long Kiss Goodnight,What's forgotten is not always gone.,1996-10-11,120.0,65000000,89456761,15.858629,6.5,314
Proof of Life,,2000-12-08,135.0,65000000,0,14.866901,6.0,208
Zathura: A Space Adventure,Adventure Is Waiting,2005-11-06,101.0,65000000,64321501,15.194239000000001,6.1,779
We Are Marshall,From the ashes we rose.,2006-12-12,124.0,65000000,43545364,8.629665,6.7,186
"I, Frankenstein","In the battle between good and evil, an immortal holds the key",2014-01-22,92.0,65000000,71154592,31.324734000000003,5.0,687
Random Hearts,In a perfect world...they never would have met.,1999-10-08,133.0,64000000,74608570,4.137237,5.3,63
Perfume: The Story of a Murderer,Based on the best-selling novel,2006-09-13,147.0,50000000,132180323,42.551902,7.1,1165
Jurassic Park,An adventure 65 million years in the making.,1993-06-11,127.0,63000000,920100000,40.413191,7.6,4856
Dragon Blade,When the Eagle meets the Dragon,2015-02-19,127.0,65000000,121545703,9.568883999999999,5.9,145
U-571,Heroes are ordinary men who do extraordinary things in extraordinary times.,2000-04-20,116.0,62000000,127666415,18.096884,6.1,340
The American President,Why can't the most powerful man in the world have the one thing he wants most?,1995-11-17,106.0,62000000,107879496,11.056763,6.5,195
3000 Miles to Graceland,Crime Is King.,2001-02-23,125.0,62000000,18720175,11.262655,5.8,178
The Hateful Eight,No one comes up here without a damn good reason.,2015-12-25,167.0,44000000,155760117,68.717016,7.6,4274
Blades of Glory,Kick Some Ice.,2007-03-30,93.0,53000000,0,19.412028,5.9,569
Meet the Fockers,Misery loves family.,2004-12-22,115.0,80000000,516642939,32.829538,6.1,1373
The Green Mile,Miracles do happen.,1999-12-10,189.0,60000000,284600000,103.698022,8.2,4048
Wild Hogs,A lot can happen on the road to nowhere.,2007-03-02,100.0,0,253625427,31.719463,5.6,648
Chicken Little,"When it comes to saving the world, it helps to be a little chicken.",2005-11-04,81.0,150000000,314432665,47.973995,5.6,944
Gone Girl,You don't know what you've got 'til it's...,2014-10-01,145.0,61000000,369330363,143.041543,7.9,5862
GoldenEye,No limits. No fears. No substitutes.,1995-11-16,130.0,58000000,352194034,59.824565,6.6,1174
The General's Daughter,Go behind the lies.,1999-06-18,116.0,60000000,149705852,18.345613,6.1,205
The Prince of Egypt,The Power Is Real.,1998-12-15,99.0,70000000,218613188,29.464852,6.8,817
Daddy Day Care,Who's your daddy?,2003-05-03,92.0,60000000,164433867,18.106021,5.6,506
2 Guns,"2 Guns, 1 Bank.",2013-08-02,109.0,61000000,131940411,42.881415000000004,6.6,1589
Cats & Dogs,Things Are Gonna Get Hairy!,2001-07-04,87.0,60000000,93375151,18.735024,5.0,352
Two Weeks Notice,Over. Done. Finished. A comedy about love at last glance.,2002-12-19,101.0,60000000,93354918,24.153567000000002,5.9,487
Couples Retreat,It may be paradise... but it's no vacation.,2009-09-19,113.0,70000000,171844840,26.676486999999998,5.3,588
Cheaper by the Dozen 2,Same Big Family... Even Bigger Adventure.,2005-12-21,94.0,60000000,129181830,18.831023000000002,5.7,526
Maze Runner: The Scorch Trials,The Maze Was Just the Beginning.,2015-09-09,132.0,61000000,311256926,113.161483,6.4,3040
Eat Pray Love,Let Yourself GO,2010-08-12,133.0,60000000,204594016,28.800112,5.8,636
RED,Still armed. Still dangerous. Still got it.,2010-10-13,111.0,58000000,71664962,41.430245,6.6,2808
Any Given Sunday,Play or be Played.,1999-12-16,163.0,55000000,100230832,23.127561,6.8,422
Jack Reacher,The Law Has Limits. He Does Not.,2012-12-20,130.0,60000000,218340595,56.868399,6.3,2998
This Is It,Like You've Never Seen Him Before,2009-10-28,111.0,60000000,0,15.798622,6.7,247
Contagion,Nothing spreads like fear,2011-09-08,106.0,60000000,137551594,38.820858,6.2,1325
The Happening,We've Sensed It. We've Seen The Signs. Now... It's Happening.,2008-06-11,91.0,60000000,163403799,20.501582,4.9,950
Man on Fire,"Creasy's art is death, and he is about to paint his masterpiece.",2004-04-23,146.0,70000000,130293714,45.299089,7.3,1553
Hellboy,From the Dark Side to Our Side.,2004-04-02,122.0,66000000,99318987,47.479755,6.5,2225
The Jackal,How do you stop an assassin who has no identity?,1997-11-14,124.0,60000000,159330280,19.747459,6.1,527
Paycheck,Remember the future.,2003-12-25,119.0,60000000,96269812,29.018826,5.9,581
Under Siege 2: Dark Territory,Last time he rocked the boat. This time the sky's the limit.,1995-07-13,100.0,60000000,104324083,13.080725,5.6,210
Joy,,2015-12-24,124.0,60000000,101134059,29.876507,6.4,1581
Alien: Resurrection,It's already too late.,1997-11-12,109.0,70000000,162000000,37.44963,5.9,1365
Shooter,Yesterday was about honor. Today is about justice.,2007-03-22,124.0,61000000,95696996,37.378081,6.9,1462
Reign of Fire,Fight Fire With Fire,2002-07-12,101.0,60000000,43061982,27.615108000000003,6.0,669
Year One,Meet your ancestors,2009-06-18,97.0,60000000,62357900,25.293538,4.6,524
My Favorite Martian,The martian has landed. There goes the neighborhood.,1999-02-11,94.0,65000000,36850101,6.80692,5.1,80
Intolerable Cruelty,They can't keep their hands off each others assets.,2003-09-02,100.0,60000000,119940815,22.620125,5.8,391
Analyze That,Back in therapy,2002-12-06,96.0,60000000,55003135,21.08952,5.7,380
The Soloist,Life has a mind of its own,2009-04-24,109.0,60000000,31720158,17.299332999999997,6.6,234
Garfield: A Tail of Two Kitties,The Ego has landed.,2006-06-15,78.0,0,141702264,16.930969,5.1,464
Event Horizon,Infinite Space - Infinite Terror,1997-08-15,96.0,60000000,26673242,29.787135,6.5,742
Meet Dave,There's a Whole Other World Going on Inside of Him.,2008-07-08,90.0,60000000,50650079,18.676291,5.0,371
Inkheart,Every story ever written is just waiting to become real.,2008-12-11,106.0,60000000,57490374,27.018886,6.0,592
Beyond Borders,Where hope survives.,2003-10-23,127.0,35000000,0,6.523472,6.7,110
The Great Raid,The most daring rescue mission of our time is a story that has never been told,2005-08-12,132.0,80000000,10166502,8.923214999999999,6.8,91
Holy Man,The Comedy Where Nothing's Sacred!,1998-10-08,114.0,60000000,0,9.265672,4.9,111
American Sniper,The most lethal sniper in U.S. history.,2014-12-11,133.0,58800000,542307423,87.53437,7.4,4469
Goosebumps,The stories are alive.,2015-08-05,103.0,58000000,158162788,45.351617,6.2,995
Just Like Heaven,It's a wonderful afterlife.,2005-09-16,95.0,58000000,102854431,13.43573,6.5,579
The Flintstones in Viva Rock Vegas,Get ready to rock!,2000-04-28,90.0,83000000,59468275,6.248309,4.4,134
Leatherheads,"If Love Is a Game, Who'll Make the First Pass?",2008-03-24,114.0,58000000,41299492,7.739275999999999,5.7,130
The Ridiculous 6,,2015-12-11,119.0,60000000,0,19.694695,4.9,388
Red Tails,High-Octane Action and Daring Dogfights!,2012-01-19,125.0,58000000,50365377,12.29603,5.9,178
The Devil's Advocate,Evil has its winning ways.,1997-10-17,144.0,57000000,152944660,33.8473,7.2,1374
DragonHeart,You will believe.,1996-05-31,103.0,57000000,115267375,31.791978999999998,6.4,535
Walking Tall,One man will stand up for what's right.,2004-04-02,86.0,56000000,57223890,23.438398,6.0,381
Forrest Gump,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",1994-07-06,142.0,55000000,677945399,138.133331,8.2,7927
Alvin and the Chipmunks,Get your squeak on!,2007-12-13,92.0,60000000,361366633,47.336034000000005,5.5,1177
Meet the Parents,First comes love. Then comes the interrogation.,2000-10-06,108.0,55000000,330444045,29.972240000000003,6.6,1698
Superman,You'll Believe a Man Can Fly!,1978-12-13,143.0,55000000,300218018,48.507081,6.9,1022
George of the Jungle,Watch out!,1997-07-15,92.0,55000000,0,22.573237,5.4,496
Casper,Get an afterlife,1995-05-26,100.0,50000000,287928194,19.830132,6.0,1019
Flightplan,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,2005-09-22,98.0,55000000,223387299,32.05145,6.1,772
City of Angels,She didn't believe in angels until she fell in love with one.,1998-04-10,114.0,55000000,198685114,21.272734,6.4,529
